CompanyCode,Region,Location,ItemGrp,ItemCategory,ItemSubCategory,C-Qtr,P-Qtr,Variance,Indicator,C-Qtr Quantity,P-Qtr Quantity,Variance,Indicator
BFPL,NORTH,Delhi,[JAM],JAM 500,STRAWBERRY JAM (12X500)GM,0.25,0.87,-0.71,?,0,1,-0.71,?
BFPL,NORTH,Delhi,[JUICES],JUCS250,APPLE DRINK(48X250)ML,0.00,0.00,-,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[JUICES],JUCS250,GUAVA DRINK 48X250ML,0.00,0.00,-,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[JUICES],JUCS250,MANGO DRINK(48X250)ML,0.00,0.05,-1.00,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[JUICES],JUCS250,ORANGE DRINK(48X250)ML,0.00,0.00,-,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[JUICES],JUCS250,PINEAPPLE DRINK(48X250)ML,0.00,0.00,-,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[JUICES],JUCS800,TOMATO JUICE (24X800ML),0.03,0.33,-0.90,?,0,0,-0.90,?
BFPL,NORTH,Delhi,[PUREE],PUREE,TOMATO PUREE (24X850)GM,1.67,3.87,-0.57,?,2,5,-0.60,?
BFPL,NORTH,Delhi,[PUREE],PUREE,TOMATO PUREE (48X250)GM,0.12,0.67,-0.82,?,0,1,-0.83,?
BFPL,NORTH,Delhi,[SAUCE],SAUC 1KG,TOMATO KETCHUP (12X1)KG,0.20,0.28,-0.29,?,0,0,-0.24,?
BFPL,NORTH,Delhi,[SAUCE],SAUC 1KG,TOMATO KETCHUP (STANDY) (12 X 1000KG),0.46,0.35,0.31,?,1,0,0.48,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,LEMON BARLEY WATER (12X700)ML,0.24,0.25,-0.04,?,0,0,-0.06,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,LEMON SQUASH (12X700)ML,0.25,0.63,-0.60,?,0,1,-0.60,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,LIME JUICE CORDIAL-G 12X700 ML,1.26,2.07,-0.39,?,1,2,-0.39,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,LIME JUICE CORDIAL-P 9X1.5 LT,0.84,0.05,16.85,?,1,0,18.00,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,LIME JUICE CORDIAL-P 12X700 ML,1.21,1.98,-0.39,?,1,2,-0.39,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,MANGO PANNA (12X500)ML,0.58,1.53,-0.62,?,0,1,-0.62,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,MANGO SQUASH (12X700)ML,0.00,0.04,-1.00,?,0,0,-1.00,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,ORANGE SQUASH (9X1.5)LT,1.71,0.00,-,?,3,0,-,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,ORANGE SQUASH (12X700)ML,0.30,0.37,-0.20,?,0,0,-0.21,?
BFPL,NORTH,Delhi,[SQ & MANGO PANNA],SQ & MA,PINEAPPLE SQUASH (12X700)ML,0.09,0.01,11.66,?,0,0,19.00,?
BFPL,NORTH,Delhi,[SYRUP],SYRUPS,KHUS SYRUP (PET) 12X700ML,0.16,0.12,0.26,?,0,0,0.25,?
BFPL,NORTH,Delhi,[SYRUP],SYRUPS,ROSE SYRUP(PET) 12X700ML,0.36,0.20,0.78,?,0,0,0.75,?
BFPL,NORTH,Delhi,[VINEGAR],VINEGAR,VINEGAR WHITE  12X700 ML,1.40,2.11,-0.33,?,4,6,-0.34,?
BFPL,NORTH,Delhi,[VINEGAR],VINEGAR,VINEGAR WHITE 24X300ML,0.22,0.42,-0.48,?,0,1,-0.48,?
BFPL,SOUTH,Chennai,[CAN-FRUIT],P-SLICE,PINEAPPLESLIICE (24X450)GM,0.03,0.01,1.00,?,0,0,1.00,?
BFPL,SOUTH,Chennai,[CAN-VEG],ASPARAGUS,ASPARAGUS-M (24X450)GM,0.00,0.53,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[CAN-VEG],B-BEANS,BAKED BEANS (24X450)GM,4.10,4.80,-0.15,?,4,5,-0.18,?
BFPL,SOUTH,Chennai,[CAN-VEG],B-SHOOT,BAMBOO SHOOT (24X450)GM,0.40,0.86,-0.54,?,0,1,-0.54,?
BFPL,SOUTH,Chennai,[CAN-VEG],CORN,BABY CORN ( 24 x 850 gm ),0.10,0.11,-0.12,?,0,0,-0.17,?
BFPL,SOUTH,Chennai,[CAN-VEG],CORN,BABY CORN (24X450)GM,2.11,3.18,-0.34,?,2,3,-0.34,?
BFPL,SOUTH,Chennai,[CAN-VEG],CORN,SWEET CORN (24X450)GM,3.87,6.26,-0.38,?,5,8,-0.38,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,APRICOT JAM 4 X 4 KG,0.00,0.01,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,MIX FRUIT JAM (6X4)KG,0.00,1.44,-1.00,?,0,2,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,MIX FRUIT JAM 4 X 4KG,1.31,2.25,-0.42,?,2,3,-0.42,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,ORANGE MARMALADE 4 X 4KG,0.29,3.64,-0.92,?,0,4,-0.92,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,PINEAPPLE JAM 4 X 4KG,0.33,0.56,-0.40,?,0,1,-0.40,?
BFPL,SOUTH,Chennai,[JAM],JAM 4KG,STRAWBERRY JAM (4 X4 KG),0.15,0.18,-0.20,?,0,0,-0.15,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,GUAVA JELL JAM 48 X 200GM,0.00,0.05,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,MANGO JAM (48 X200)GM,0.01,0.05,-0.75,?,0,0,-0.75,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,MIXED FRUIT JAM (48X200)GM,0.00,0.08,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,MIXED JAM 48 X 200GM,0.03,0.00,-,?,0,0,-,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,ORANGE MARMALADE (48X200)GM,0.02,0.00,-,?,0,0,-,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,ORANGE MARMALADE JAM 48 X200GM,0.00,0.07,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,PINEAPPLE JAM   48 X200GM,0.04,0.00,-,?,0,0,-,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,PINEAPPLE JAM 48 X200GM,0.00,0.05,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 200,STRAWBERRY JAM 48 X 200GM,0.00,0.09,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,APPLE JAM (12X500),0.09,0.08,0.13,?,0,0,0.11,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,APPRICOT JAM 12X500GM,0.25,0.68,-0.62,?,0,0,-0.63,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,GUAVA JELLY (12X500)GM,0.05,0.05,0.02,?,0,0,0.00,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,MANGO JAM (12X500)GM,0.10,0.07,0.35,?,0,0,0.29,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,MIX FRUIT JAM (12X500)GM,0.22,0.79,-0.72,?,0,1,-0.72,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,ORANGE MARMALADE (12X500)GM,0.18,0.81,-0.78,?,0,1,-0.78,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,PINEAPPLE JAM (12X500)GM,0.09,0.11,-0.23,?,0,0,-0.23,?
BFPL,SOUTH,Chennai,[JAM],JAM 500,STRAWBERRY JAM (12X500)GM,0.22,0.47,-0.54,?,0,0,-0.54,?
BFPL,SOUTH,Chennai,[JUICES],JUCS250,APPLE DRINK(48X250)ML,0.00,0.04,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS250,GUAVA DRINK 48X250ML,0.00,0.07,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS250,MANGO DRINK(48X250)ML,0.00,0.06,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS250,ORANGE DRINK(48X250)ML,0.00,0.05,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS250,PINEAPPLE DRINK(48X250)ML,0.00,0.03,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS800,MANGO JUICE (24X800ML),0.00,0.03,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS800,ORANGE JUICE (24X800ML),0.00,0.06,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS800,PINEAPPLE JUICE (24X800ML),0.00,0.03,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[JUICES],JUCS800,TOMATO JUICE (24X800ML),0.08,0.24,-0.67,?,0,0,-0.67,?
BFPL,SOUTH,Chennai,[PUREE],PUREE,TOMATO PUREE (24X850)GM,4.09,2.28,0.79,?,6,3,0.79,?
BFPL,SOUTH,Chennai,[SAUCE],SAUC 1KG,TOMATO KETCHUP (12X1)KG,0.21,0.34,-0.39,?,0,0,-0.38,?
BFPL,SOUTH,Chennai,[SAUCE],SAUC 1KG,TOMATO SAUCE (12X1000)GM,0.44,0.54,-0.20,?,0,1,-0.20,?
BFPL,SOUTH,Chennai,[SAUCE],SAUC 200,TOMATO KETCH UP (24X200)GM,0.04,0.07,-0.44,?,0,0,-0.44,?
BFPL,SOUTH,Chennai,[SAUCE],SAUC 200,TOMATO SAUCE (24X200)GM,0.08,0.21,-0.60,?,0,0,-0.60,?
BFPL,SOUTH,Chennai,[SQ & MANGO PANNA],SQ & MA,LIME JUICE CORDIAL-P 12X700 ML,0.29,0.40,-0.27,?,0,0,-0.27,?
BFPL,SOUTH,Chennai,[SQ & MANGO PANNA],SQ & MA,MANGO SQUASH (12X700)ML,0.00,0.03,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[SQ & MANGO PANNA],SQ & MA,ORANGE SQUASH (12X700)ML,0.09,0.24,-0.64,?,0,0,-0.64,?
BFPL,SOUTH,Chennai,[SQ & MANGO PANNA],SQ & MA,PINEAPPLE SQUASH (12X700)ML,0.00,0.01,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[VINEGAR],VINEGAR,VINEGAR WHITE  12X700 ML,0.34,0.59,-0.42,?,1,2,-0.42,?
BFPL,SOUTH,Chennai,[VINEGAR],VINEGAR,VINEGAR WHITE 12X700ML,0.00,0.01,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Chennai,[VINEGAR],VINEGAR,VINEGAR WHITE 24X300ML,0.51,0.79,-0.35,?,1,1,-0.35,?
BFPL,SOUTH,Cochin,[CAN-VEG],B-BEANS,BAKED BEANS (24X450)GM,0.00,0.70,-1.00,?,0,1,-1.00,?
BFPL,SOUTH,Cochin,[CAN-VEG],B-SHOOT,BAMBOO SHOOT (24X450)GM,0.00,0.18,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[CAN-VEG],CORN,BABY CORN (24X450)GM,0.00,0.75,-1.00,?,0,1,-1.00,?
BFPL,SOUTH,Cochin,[JAM],JAM 4KG,MIX FRUIT JAM (6X4)KG,0.00,0.07,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[JAM],JAM 4KG,ORANGE MARMALADE (6X4)KG,0.00,0.16,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[JAM],JAM 500,MANGO JAM (12X500)GM,0.00,0.09,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[JAM],JAM 500,ORANGE MARMALADE (12X500)GM,0.00,0.19,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[JAM],JAM 500,PINEAPPLE JAM (12X500)GM,0.00,0.14,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[PUREE],PUREE,TOMATO PUREE (24X850)GM,0.00,0.61,-1.00,?,0,1,-1.00,?
BFPL,SOUTH,Cochin,[PUREE],PUREE,TOMATO PUREE (48X250)GM,0.00,0.03,-1.00,?,0,0,-1.00,?
BFPL,SOUTH,Cochin,[SQ & MANGO PANNA],SQ & MA,LIME JUICE CORDIAL-P 12X700 ML,0.00,0.02,-1.00,?,0,0,-1.00,?
FRAN,EAST,Cuttack,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL  (24x850gm),0.22,0.52,-0.58,?,0,1,-0.58,?
FRAN,EAST,Cuttack,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,0.68,1.18,-0.42,?,1,1,-0.41,?
FRAN,EAST,Cuttack,[CORNFLAKES],CORNFLAKE,CORNFLAKES   (24X500)GM,0.92,1.95,-0.53,?,1,2,-0.53,?
FRAN,EAST,Cuttack,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 12X700GM,0.00,0.02,-1.00,?,0,0,-1.00,?
FRAN,EAST,Cuttack,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 24X200GM,0.64,0.77,-0.16,?,1,1,-0.16,?
FRAN,EAST,Cuttack,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-P 12X700 GM,1.87,2.14,-0.13,?,4,4,-0.13,?
FRAN,EAST,Cuttack,[SAUCE],CH SAUCE,RED CHILLY SAUCE 24X200GM,0.02,0.02,-0.25,?,0,0,-0.25,?
FRAN,EAST,Cuttack,[SAUCE],CH SAUCE,RED CHILLY SAUCE-P 12X700GM,0.02,0.00,-,?,0,0,-,?
FRAN,EAST,Cuttack,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET) 12X700GM,0.71,1.11,-0.36,?,1,2,-0.36,?
FRAN,EAST,Cuttack,[SAUCE],KASUNDI,MUSTARD KASUNDI-G 24X200GM,0.18,0.60,-0.70,?,0,1,-0.70,?
FRAN,EAST,Cuttack,[SAUCE],SAUC 1KG,TAI SAUCE 12X1000GM,1.30,1.98,-0.34,?,2,3,-0.34,?
FRAN,EAST,Cuttack,[SAUCE],SAUC 200,TOMATO KETCHUP(12X1)KG-NF120,0.54,0.59,-0.08,?,1,1,-0.08,?
FRAN,EAST,Cuttack,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM,0.28,0.56,-0.51,?,1,1,-0.51,?
FRAN,EAST,Cuttack,[SAUCE],SOYA,SOYA SAUCE 24X200GM,0.40,0.55,-0.28,?,0,0,-0.28,?
FRAN,EAST,DCA,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL  (24x850gm),0.00,0.05,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCA,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,0.02,0.13,-0.85,?,0,0,-0.85,?
FRAN,EAST,DCA,[CORNFLAKES],CORNFLAKE,CORNFLAKES   (24X500)GM,0.01,0.70,-0.99,?,0,1,-0.99,?
FRAN,EAST,DCA,[CORNFLAKES],CORNFLAKE,CORNFLAKES  (24X500 )GM,0.72,1.29,-0.44,?,1,1,-0.44,?
FRAN,EAST,DCA,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 24X200GM,0.18,0.34,-0.47,?,0,0,-0.47,?
FRAN,EAST,DCA,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-P 12X700 GM,0.05,0.07,-0.29,?,0,0,-0.30,?
FRAN,EAST,DCA,[SAUCE],CH SAUCE,RED CHILLY SAUCE 24X200GM,0.01,0.03,-0.55,?,0,0,-0.54,?
FRAN,EAST,DCA,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET) 12X700GM,0.06,0.10,-0.38,?,0,0,-0.38,?
FRAN,EAST,DCA,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET)12X700-SD,0.00,0.00,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCA,[SAUCE],KASUNDI,MUSTARD KASUNDI-G 24X200GM,0.09,0.14,-0.37,?,0,0,-0.37,?
FRAN,EAST,DCA,[SAUCE],SAUC 1KG,TAI SAUCE 12X1000GM,0.34,0.80,-0.57,?,1,1,-0.57,?
FRAN,EAST,DCA,[SAUCE],SAUC 200,TOMATO KETCH UP 24X200G-NF(45),0.00,0.01,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCA,[SAUCE],SAUC 200,TOMATO KETCHUP(12X1)KG-NF120,0.02,0.03,-0.33,?,0,0,-0.33,?
FRAN,EAST,DCA,[SAUCE],SAUC 500,TOMATO KETCHUP (24X500 gm),0.01,0.01,-0.01,?,0,0,0.00,?
FRAN,EAST,DCA,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM,0.03,0.03,-0.20,?,0,0,-0.20,?
FRAN,EAST,DCA,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM-SD,0.00,0.00,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCA,[SAUCE],SOYA,SOYA SAUCE 24X200GM,0.21,0.42,-0.50,?,0,0,-0.50,?
FRAN,EAST,DCB,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL  (24x850gm),0.52,0.71,-0.27,?,1,1,-0.27,?
FRAN,EAST,DCB,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,0.56,1.64,-0.66,?,1,2,-0.66,?
FRAN,EAST,DCB,[CORNFLAKES],CORNFLAKE,CORNFLAKES   (24X500)GM,0.00,0.72,-1.00,?,0,1,-1.00,?
FRAN,EAST,DCB,[CORNFLAKES],CORNFLAKE,CORNFLAKES  (24X500 )GM,0.93,1.60,-0.41,?,1,1,-0.41,?
FRAN,EAST,DCB,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 24X200GM,0.09,0.14,-0.39,?,0,0,-0.39,?
FRAN,EAST,DCB,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-P 12X700 GM,0.02,0.03,-0.35,?,0,0,-0.34,?
FRAN,EAST,DCB,[SAUCE],CH SAUCE,RED CHILLY SAUCE 24X200GM,0.00,0.00,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCB,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET) 12X700GM,0.02,0.03,-0.43,?,0,0,-0.42,?
FRAN,EAST,DCB,[SAUCE],KASUNDI,MUSTARD KASUNDI-G 24X200GM,0.05,0.07,-0.34,?,0,0,-0.34,?
FRAN,EAST,DCB,[SAUCE],SAUC 1KG,TAI SAUCE 12X1000GM,0.26,0.29,-0.13,?,0,0,-0.13,?
FRAN,EAST,DCB,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM,0.00,0.00,-,?,0,0,-,?
FRAN,EAST,DCB,[SAUCE],SOYA,SOYA SAUCE (PET) 24X200GM,0.00,0.00,-1.00,?,0,0,-1.00,?
FRAN,EAST,DCB,[SAUCE],SOYA,SOYA SAUCE 24X200GM,0.07,0.09,-0.27,?,0,0,-0.27,?
FRAN,EAST,Kolkata,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL  (24x850gm),0.54,1.04,-0.48,?,1,1,-0.47,?
FRAN,EAST,Kolkata,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,1.93,4.29,-0.55,?,3,5,-0.51,?
FRAN,EAST,Kolkata,[CORNFLAKES],CORNFLAKE,CORNFLAKES   (24X500)GM,0.00,9.19,-1.00,?,0,8,-1.00,?
FRAN,EAST,Kolkata,[CORNFLAKES],CORNFLAKE,CORNFLAKES  (24X500 )GM,9.79,19.08,-0.49,?,8,17,-0.49,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,GREEN CH SAUCE-PET 12X700GM-SD,1.15,1.37,-0.16,?,4,3,0.11,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,GREEN CHILLI SAUCE-P 24X200GM,0.35,0.41,-0.15,?,1,1,-0.15,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 24X200GM,3.90,7.42,-0.47,?,4,7,-0.45,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-P 12X700 GM,3.49,5.36,-0.35,?,9,13,-0.28,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,RED CH SAUCE-PET 12X700GM-SD,0.16,0.13,0.26,?,1,0,0.44,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,RED CHILLI SAUCE (PET)24X200GM,0.17,0.20,-0.17,?,0,0,-0.17,?
FRAN,EAST,Kolkata,[SAUCE],CH SAUCE,RED CHILLY SAUCE 24X200GM,0.38,0.62,-0.39,?,0,1,-0.36,?
FRAN,EAST,Kolkata,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET) 12X700GM,1.63,2.74,-0.41,?,4,7,-0.44,?
FRAN,EAST,Kolkata,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET)12X700-SD,0.70,0.83,-0.16,?,2,3,-0.16,?
FRAN,EAST,Kolkata,[SAUCE],KASUNDI,MUSTARD KASUNDI-G 24X200GM,2.58,4.03,-0.36,?,3,4,-0.31,?
FRAN,EAST,Kolkata,[SAUCE],KASUNDI,MUSTERED KASUNDI(PET) 24X200GM,0.35,0.62,-0.44,?,1,1,-0.41,?
FRAN,EAST,Kolkata,[SAUCE],SAUC 1KG,TAI SAUCE 12X1000GM,6.68,15.37,-0.57,?,11,25,-0.55,?
FRAN,EAST,Kolkata,[SAUCE],SAUC 1KG,TAI SAUCE 12X1000GM-SD,0.98,1.79,-0.45,?,2,3,-0.45,?
FRAN,EAST,Kolkata,[SAUCE],SAUC 200,TOMATO KETCH UP 24X200G-NF(45),0.00,0.65,-1.00,?,0,1,-1.00,?
FRAN,EAST,Kolkata,[SAUCE],SAUC 200,TOMATO KETCHUP(12X1)KG-NF120,1.26,2.17,-0.42,?,2,3,-0.40,?
FRAN,EAST,Kolkata,[SAUCE],SAUC 500,TOMATO KETCHUP (24X500 gm),0.71,1.10,-0.36,?,1,1,-0.36,?
FRAN,EAST,Kolkata,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM,1.18,1.54,-0.24,?,3,4,-0.20,?
FRAN,EAST,Kolkata,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM-SD,0.86,1.07,-0.20,?,3,2,0.14,?
FRAN,EAST,Kolkata,[SAUCE],SOYA,SOYA SAUCE (PET) 24X200GM,0.56,0.97,-0.42,?,1,1,-0.42,?
FRAN,EAST,Kolkata,[SAUCE],SOYA,SOYA SAUCE 24X200GM,3.49,6.70,-0.48,?,3,6,-0.46,?
FRAN,NORTH,Delhi,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL (24x565)G,0.27,1.63,-0.83,?,0,1,-0.84,?
FRAN,NORTH,Delhi,[CAN-FRUIT],FRUITS,FRUIT COCKTAIL(24X840GM),0.10,0.99,-0.90,?,0,1,-0.90,?
FRAN,NORTH,Delhi,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,0.00,10.01,-1.00,?,0,12,-1.00,?
FRAN,NORTH,Delhi,[CAN-FRUIT],FRUITS,RED CHERRY   24X800 GM,0.33,1.31,-0.75,?,0,1,-0.76,?
FRAN,NORTH,Delhi,[CAN-VEG],MUSHROOM,BUTTON MUSHROOM  (24X800GM),0.00,0.88,-1.00,?,0,1,-1.00,?
FRAN,NORTH,Delhi,[CAN-VEG],MUSHROOM,BUTTON MUSHROOM 24X800GM,0.45,0.00,-,?,0,0,-,?
FRAN,NORTH,Delhi,[CORNFLAKES],CORNFLAKE,CORNFLAKES   (24X500)GM,0.00,0.00,-,?,0,0,-,?
FRAN,NORTH,Delhi,[CORNFLAKES],CORNFLAKE,CORNFLAKES  ( 24X500)GM,0.66,1.76,-0.63,?,1,1,-0.62,?
FRAN,NORTH,Delhi,[PUREE],PUREE,TOMATO PUREE  (24x850gm ),0.00,0.12,-1.00,?,0,0,-1.00,?
FRAN,NORTH,Delhi,[PUREE],PUREE,TOMATO PUREE ( 24 x 800gm ),0.00,0.01,-1.00,?,0,0,-1.00,?
FRAN,NORTH,Delhi,[PUREE],PUREE,TOMATO PUREE (24X850GM ),0.16,0.60,-0.73,?,0,0,-0.77,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,GREEN CH SAUCE-PET 12X700GM-SD,0.63,0.85,-0.25,?,1,2,-0.25,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,GREEN CHILLI SAUCE-P 24X200GM,0.06,0.09,-0.37,?,0,0,-0.36,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,GREEN CHILLY SAUCE-G 24X200GM,0.05,0.09,-0.46,?,0,0,-0.46,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,RED CH SAUCE-PET 12X700GM-SD,0.16,0.21,-0.26,?,0,0,-0.25,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,RED CHILLI SAUCE (PET)24X200GM,0.00,0.04,-1.00,?,0,0,-1.00,?
FRAN,NORTH,Delhi,[SAUCE],CH SAUCE,RED CHILLY SAUCE 24X200GM,0.02,0.02,0.02,?,0,0,0.01,?
FRAN,NORTH,Delhi,[SAUCE],KASUNDI,MUSTARD KASUNDI (PET)12X700-SD,0.59,1.25,-0.53,?,1,2,-0.53,?
FRAN,NORTH,Delhi,[SAUCE],KASUNDI,MUSTARD KASUNDI-G 24X200GM,0.86,1.00,-0.14,?,1,1,-0.14,?
FRAN,NORTH,Delhi,[SAUCE],KASUNDI,MUSTERED KASUNDI(PET) 24X200GM,0.73,1.47,-0.50,?,1,1,-0.50,?
FRAN,NORTH,Delhi,[SAUCE],SAUC 200,TOMATO KETCHUP(12X1)KG-NF120,0.00,0.45,-0.99,?,0,1,-0.99,?
FRAN,NORTH,Delhi,[SAUCE],SOYA,SOYA SAUCE (PET) 12X700GM-SD,0.32,0.49,-0.35,?,1,1,-0.35,?
FRAN,NORTH,Delhi,[SAUCE],SOYA,SOYA SAUCE (PET) 24X200GM,0.08,0.14,-0.41,?,0,0,-0.40,?
FRAN,NORTH,Delhi,[SAUCE],SOYA,SOYA SAUCE 24X200GM,0.06,0.09,-0.38,?,0,0,-0.38,?
FRAN,SOUTH,Chennai,[CAN-FRUIT],FRUITS,PINEAPPLE SLICE  (24X850)GM,0.64,1.41,-0.55,?,1,2,-0.56,?
FRAN,SOUTH,Chennai,[CAN-VEG],CORN,SWEET CORN 24X450GM,0.00,2.11,-1.00,?,0,3,-1.00,?
FRAN,SOUTH,Chennai,[CORNFLAKES],CORNFLAKE,CORNFLAKES  (24X500 )GM,4.57,11.06,-0.59,?,4,10,-0.59,?
FRAN,SOUTH,Chennai,[CRUSH],CRUSH,BLACK GRAPE CRUSH 12X700ML,0.07,0.11,-0.38,?,0,0,-0.38,?
FRAN,SOUTH,Chennai,[JAM],JAM TUB,MIX FRUIT JAM TUB (60X100)GM,0.06,0.45,-0.86,?,0,0,-0.86,?
FRAN,SOUTH,Chennai,[SAUCE],CH SAUCE,GREEN CH SAUCE-PET 12X700GM-SD,0.42,0.79,-0.47,?,1,2,-0.47,?
FRAN,SOUTH,Chennai,[SAUCE],CH SAUCE,GREEN CHILLI SAUCE-P 24X200GM,0.54,1.18,-0.55,?,0,1,-0.55,?
